index,time,location,account,message,hour
19306,2020-04-08 09:49:00,Downtown,FuriousBeamonCandy1987,"re: KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
19307,2020-04-08 09:49:00,Downtown,LucianoBird83,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19310,2020-04-08 09:49:00,Palace Hills,B2007Zavala,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19314,2020-04-08 09:49:00,Northwest,ObnoxiousSIcecream,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 09:00:00
19326,2020-04-08 09:51:00,East Parton,CuriousBreadWilson,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 09:00:00
19338,2020-04-08 09:52:00,Downtown,LazyBowlChilds,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 09:00:00
19348,2020-04-08 09:53:00,Downtown,GuapoTerryBowl,@TallJBanana definitely going to get rumble after that shaking!,2020-04-08 09:00:00
19352,2020-04-08 09:54:00,Weston,DFamousLamke,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 09:00:00
19392,2020-04-08 09:58:00,Southton,FleetGlidewellCouch,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19401,2020-04-08 10:00:00,Oak Willow,RacesThomas_MooreLion,Helping out the Engine 17 - never thought I would be a firefighter!,2020-04-08 10:00:00
19405,2020-04-08 10:00:00,West Parton,LayneBird16,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19413,2020-04-08 10:01:00,Northwest,WileyRandallIcecream,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19418,2020-04-08 10:01:00,Palace Hills,SmartHarrisBread96,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 10:00:00
19423,2020-04-08 10:02:00,Southton,HoldsMary_HooverBear,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 10:00:00
19425,2020-04-08 10:02:00,Oak Willow,ReginaBusyL,St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19429,2020-04-08 10:03:00,Oak Willow,LovesWoodWhale,Red Hot Fire Extinguisher Company is on fire!,2020-04-08 10:00:00
19433,2020-04-08 10:04:00,Downtown,Leslie_CruzDog87,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19434,2020-04-08 10:04:00,Cheddarford,BusyBreadDeleon,re: No firefighters or cops! Citizen rescue teams are carrying the load - pitch in!,2020-04-08 10:00:00
19438,2020-04-08 10:05:00,<Location with-held due to contract>,FearsKenneth_BarnettOctopus,"Sthge. Himark Fire Departhgementhge: If you are thgerapped in an elevathgeor wrokaithge for us thgeo come rescue you, do nothge athgethgeempthge thgeo climb outhge on your owrokn. Ithge may wrokork in thgehe movies, buthge in real life ithge is very dangerous.",2020-04-08 10:00:00
19441,2020-04-08 10:05:00,Terrapin Springs,TallCarLisa,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 10:00:00
19457,2020-04-08 10:06:00,Cheddarford,FuriousMHouse,clearly going to download rumble after that shaking! #rumble,2020-04-08 10:00:00
19469,2020-04-08 10:08:00,Weston,Timmons53,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 10:00:00
19477,2020-04-08 10:10:00,Downtown,ObnoxiousSCouch82,Sewer pipe broke. No wonder 3rd is collecting sewage!,2020-04-08 10:00:00
19478,2020-04-08 10:10:00,Downtown,Leslie_CruzDog87,The gas station by the fire station has power and can pump gas. #fireWonder,2020-04-08 10:00:00
19481,2020-04-08 10:13:00,Southton,BusyDuffyCar2,re: Red Hot Fire Extinguisher Company is on fire!,2020-04-08 10:00:00
19484,2020-04-08 10:13:00,Broadview,James_CreekmurFish63,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19488,2020-04-08 10:14:00,Weston,Beatrice32,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19497,2020-04-08 10:15:00,Cheddarford,FearsJeffreyCat,re: Red Hot Fire Extinguisher Company is on fire!,2020-04-08 10:00:00
19502,2020-04-08 10:16:00,Weston,SmartPierceBread,"re: Sthge. Himark Fire Departhgementhge: If you are thgerapped in an elevathgeor wrokaithge for us thgeo come rescue you, do nothge athgethgeempthge thgeo climb outhge on your owrokn. Ithge may wrokork in thgehe movies, buthge in real life ithge is very dangerous.",2020-04-08 10:00:00
19504,2020-04-08 10:16:00,Safe Town,DarkDBread1973,re: Helping out the Engine 17 - never thought I would be a firefighter!,2020-04-08 10:00:00
19505,2020-04-08 10:16:00,Weston,DarkSpenglerBowl5,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19515,2020-04-08 10:18:00,Southwest,FearsCowerWhale,"re: Sthge. Himark Fire Departhgementhge: If you are thgerapped in an elevathgeor wrokaithge for us thgeo come rescue you, do nothge athgethgeempthge thgeo climb outhge on your owrokn. Ithge may wrokork in thgehe movies, buthge in real life ithge is very dangerous.",2020-04-08 10:00:00
19519,2020-04-08 10:18:00,Downtown,GuapoSBanana70,re: Helping out the Engine 17 - never thought I would be a firefighter!,2020-04-08 10:00:00
19522,2020-04-08 10:19:00,Safe Town,AttentativeAntoinettePlate,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19527,2020-04-08 10:20:00,Downtown,PaulFleetBurd,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19529,2020-04-08 10:20:00,Cheddarford,FleetLewisBowl55,really need to use rumble after that aftershock!,2020-04-08 10:00:00
19530,2020-04-08 10:20:00,West Parton,WilliamLion68,re: Red Hot Fire Extinguisher Company is on fire!,2020-04-08 10:00:00
19537,2020-04-08 10:21:00,Downtown,TallPCouch1979,re: Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 10:00:00
19538,2020-04-08 10:21:00,Southton,MargaritaHorse7,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19549,2020-04-08 10:24:00,Old Town,AttentativeDouglasIcecream,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 10:00:00
19553,2020-04-08 10:25:00,West Parton,WilliamLion68,re: Helping out the Engine 17 - never thought I would be a firefighter!,2020-04-08 10:00:00
19561,2020-04-08 10:26:00,Southton,FamousWBanana40,Why is the fire station closed?,2020-04-08 10:00:00
19563,2020-04-08 10:27:00,West Parton,DixonWhale31,"re: Sthge. Himark Fire Departhgementhge: If you are thgerapped in an elevathgeor wrokaithge for us thgeo come rescue you, do nothge athgethgeempthge thgeo climb outhge on your owrokn. Ithge may wrokork in thgehe movies, buthge in real life ithge is very dangerous.",2020-04-08 10:00:00
19564,2020-04-08 10:27:00,Northwest,FastRHouse1950,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19568,2020-04-08 10:27:00,Southton,WatchesAlbeeHorse,re: Helping out the Engine 17 - never thought I would be a firefighter!,2020-04-08 10:00:00
19602,2020-04-08 10:39:00,Safe Town,FastPlateBetty_Adams,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19614,2020-04-08 10:44:00,Southton,Ben_Garrison12,absolutely going to get rumble after that quaking!,2020-04-08 10:00:00
19637,2020-04-08 10:49:00,Old Town,Helen_FerberBird2012,Saw a place that was split in half from the quake!,2020-04-08 10:00:00
19638,2020-04-08 10:49:00,Southton,HoldsShinLion,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19650,2020-04-08 10:53:00,Downtown,AttentativeJohnCar,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 10:00:00
19677,2020-04-08 11:01:00,Broadview,LazyCouchElvin_Ottesen,The fire department never showed up. They drove by and just let the shoe store burn down. That store sold $500 Larimerski brand shoes. What a loss! ,2020-04-08 11:00:00
19680,2020-04-08 11:03:00,Downtown,LazyWHouse,absolutely going to get rumble after that quaking! #HatetoCan,2020-04-08 11:00:00
19717,2020-04-08 11:14:00,West Parton,HelenFleetHayden,definitely need to snatch rumble after that aftershock!,2020-04-08 11:00:00
19718,2020-04-08 11:14:00,Downtown,TaliaLion1988,re: The fire department never showed up. They drove by and just let the shoe store burn down. That store sold $500 Larimerski brand shoes. What a loss! ,2020-04-08 11:00:00
19725,2020-04-08 11:15:00,<Location with-held due to contract>,SmartJCouch,I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19743,2020-04-08 11:18:00,Southton,AttentativePenaBread50,re: The fire department never showed up. They drove by and just let the shoe store burn down. That store sold $500 Larimerski brand shoes. What a loss! ,2020-04-08 11:00:00
19754,2020-04-08 11:21:00,Weston,DarkDallasIcecream,re: St. Himark Fire Department is battling multiple structural fires. Low water pressure hindering them.,2020-04-08 11:00:00
19757,2020-04-08 11:23:00,Southton,Wilbur1994B,re: The fire department never showed up. They drove by and just let the shoe store burn down. That store sold $500 Larimerski brand shoes. What a loss! ,2020-04-08 11:00:00
19775,2020-04-08 11:26:00,West Parton,ObnoxiousMCandy,clearly need to use rumble after that earthquake! #rumble,2020-04-08 11:00:00
19781,2020-04-08 11:27:00,Southton,AttentativeFCar,re: The fire department never showed up. They drove by and just let the shoe store burn down. That store sold $500 Larimerski brand shoes. What a loss! ,2020-04-08 11:00:00
19811,2020-04-08 11:32:00,West Parton,TallRCar,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19816,2020-04-08 11:33:00,Weston,Brett77Duggan,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19840,2020-04-08 11:37:00,Northwest,SCleverGraham,re: The fire department never showed up. They drove by and just let the shoe store burn down. That store sold $500 Larimerski brand shoes. What a loss! ,2020-04-08 11:00:00
19841,2020-04-08 11:37:00,Old Town,FamousRCandy17,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19843,2020-04-08 11:38:00,Downtown,ChatmanOctopus8,really need to download rumble after that aftershock! #rumble,2020-04-08 11:00:00
19856,2020-04-08 11:41:00,Southton,TallDBanana,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19861,2020-04-08 11:42:00,West Parton,FastACar87,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19870,2020-04-08 11:44:00,Northwest,AttentativeGilesPlate,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19893,2020-04-08 11:49:00,Weston,BusyBIcecream39,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19907,2020-04-08 11:53:00,Northwest,FamousCarSharon_Warren,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19909,2020-04-08 11:54:00,Scenic Vista,GuapoWCouch,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19913,2020-04-08 11:55:00,Northwest,FearsJeffrey_WoodsOctopus,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19916,2020-04-08 11:56:00,Downtown,LazyJBread,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 11:00:00
19951,2020-04-08 12:05:00,Palace Hills,Denoon54,definitely going to use rumble after that quaking! #rumble,2020-04-08 12:00:00
19966,2020-04-08 12:07:00,Broadview,Betty2004,Saw the power line tilted over. That would explain the power outage.,2020-04-08 12:00:00
19999,2020-04-08 12:14:00,West Parton,HelenFleetHayden,re: I was in an earthquake once. The city should evacuate everyone until the danger of after shocks has parseed. #FTWearthquakeCan,2020-04-08 12:00:00
20003,2020-04-08 12:15:00,<Location with-held due to contract>,CandidUzielCouch1967,St. Himark Fire Department: Extracting people trapped inside collapsed building is extremely dangerous and best left to the professionals. Call 911 if you know of someone who is trapped.,2020-04-08 12:00:00
20006,2020-04-08 12:16:00,Southton,CleverMBowl,"After all that shaking, it's time to download rumble!",2020-04-08 12:00:00
20061,2020-04-08 12:28:00,Old Town,WatchesHarrisonMouse,Sewer pipe broke. No wonder 3rd is collecting sewage!,2020-04-08 12:00:00
20067,2020-04-08 12:30:00,Downtown,EmergencyManager,"City Emergency Operations Center asks that everyone stay off their phones. You are overloading the system. Stop uploading videos. Also, stop calling the emergency number to report the earthquake. We know. Call if you have a life threatening emergency.",2020-04-08 12:00:00
20122,2020-04-08 12:38:00,West Parton,RachelSimmons,can this earthquake liukeike caliukem down i need to study for my midterm,2020-04-08 12:00:00
20128,2020-04-08 12:38:00,Southton,ESmartLuescher,clearly need to download rumble after that aftershock!,2020-04-08 12:00:00
20133,2020-04-08 12:39:00,Downtown,Andrea_RaglandBear1960,"After all that shaking, it's time to download rumble!",2020-04-08 12:00:00
20145,2020-04-08 12:41:00,Southton,Charles2000,"re: City Emergency Operations Center asks that everyone stay off their phones. You are overloading the system. Stop uploading videos. Also, stop calling the emergency number to report the earthquake. We know. Call if you have a life threatening emergency.",2020-04-08 12:00:00
20194,2020-04-08 12:46:00,Terrapin Springs,Terrapin Springs Schools," Remember folks, our student rodeo will last all week, earthquake or not.  Come support our junior rodeo experts and watch our clowns in action",2020-04-08 12:00:00
